TinhThanh_Moi,PhuongXa_Moi,PhuongXa_Cu_HienThi,PhuongXa_Cu,QuanHuyen_Cu,TinhThanh_Cu,Loại
An Giang,Thoại Sơn,Xã Thoại Giang,Xã Thoại Giang,Thoại Sơn,An Giang,Xã
An Giang,Định Hòa,Xã Thới Quản,Xã Thới Quản,Gò Quao,Kiên Giang,Xã
An Giang,Tân Thạnh,Xã Thuận Hòa,Xã Thuận Hòa,An Minh,Kiên Giang,Xã
An Giang,Tô Châu,Xã Thuận Yên,Xã Thuận Yên,Hà Tiên,Kiên Giang,Phường
An Giang,Định Hòa,Xã Thủy Liễu,Xã Thủy Liễu,Gò Quao,Kiên Giang,Xã
An Giang,An Cư,Xã Văn Giáo,Xã Văn Giáo,Tịnh Biên,An Giang,Xã
An Giang,Vân Khánh,Xã Vân Khánh,Xã Vân Khánh,An Minh,Kiên Giang,Xã
An Giang,Đông Hưng,Xã Vân Khánh Đông,Xã Vân Khánh Đông,An Minh,Kiên Giang,Xã
An Giang,Vân Khánh,Xã Vân Khánh Tây,Xã Vân Khánh Tây,An Minh,Kiên Giang,Xã
An Giang,Vĩnh An,Xã Vĩnh An,Xã Vĩnh An,Châu Thành,An Giang,Xã
An Giang,Vĩnh Bình,Xã Vĩnh Bình Bắc,Xã Vĩnh Bình Bắc,Vĩnh Thuận,Kiên Giang,Xã
An Giang,Vĩnh Bình,Xã Vĩnh Bình Nam,Xã Vĩnh Bình Nam,Vĩnh Thuận,Kiên Giang,Xã
An Giang,Phú Hòa,Xã Vĩnh Chánh,Xã Vĩnh Chánh,Thoại Sơn,An Giang,Xã
An Giang,Châu Đốc,Xã Vĩnh Châu,Xã Vĩnh Châu,Châu Đốc,An Giang,Phường
An Giang,Vĩnh Tế,Xã Vĩnh Châu (phần còn lại sau khi sáp nhập vào phường Châu Đốc),Xã Vĩnh Châu,Châu Đốc,An Giang,Phường
An Giang,Vĩnh Điều,Xã Vĩnh Điều,Xã Vĩnh Điều,Giang Thành,Kiên Giang,Xã
An Giang,Vĩnh Gia,Xã Vĩnh Gia,Xã Vĩnh Gia,Tri Tôn,An Giang,Xã
An Giang,Vĩnh Hanh,Xã Vĩnh Hanh,Xã Vĩnh Hanh,Châu Thành,An Giang,Xã
An Giang,Vĩnh Hậu,Xã Vĩnh Hậu,Xã Vĩnh Hậu,An Phú,An Giang,Xã
An Giang,Vĩnh Hòa,Xã Vĩnh Hòa (huyện U Minh Thượng),Xã Vĩnh Hòa,U Minh Thượng,Kiên Giang,Xã
An Giang,Vĩnh Xương,Xã Vĩnh Hòa (thị xã Tân Châu),Xã Vĩnh Hòa,Tân Châu,An Giang,Xã
An Giang,Bình An,Xã Vĩnh Hòa Hiệp,Xã Vĩnh Hòa Hiệp,Châu Thành,Kiên Giang,Xã
An Giang,Vĩnh Hòa Hưng,Xã Vĩnh Hòa Hưng Bắc,Xã Vĩnh Hòa Hưng Bắc,Gò Quao,Kiên Giang,Xã
An Giang,Vĩnh Hòa Hưng,Xã Vĩnh Hòa Hưng Nam,Xã Vĩnh Hòa Hưng Nam,Gò Quao,Kiên Giang,Xã
An Giang,Bình An,Xã Vĩnh Hòa Phú,Xã Vĩnh Hòa Phú,Châu Thành,Kiên Giang,Xã
An Giang,An Phú,Xã Vĩnh Hội Đông,Xã Vĩnh Hội Đông,An Phú,An Giang,Xã
An Giang,Vĩnh Trạch,Xã Vĩnh Khánh,Xã Vĩnh Khánh,Thoại Sơn,An Giang,Xã
An Giang,Phú Hữu,Xã Vĩnh Lộc,Xã Vĩnh Lộc,An Phú,An Giang,Xã
An Giang,Cần Đăng,Xã Vĩnh Lợi,Xã Vĩnh Lợi,Châu Thành,An Giang,Xã
An Giang,Vĩnh Hanh,Xã Vĩnh Nhuận,Xã Vĩnh Nhuận,Châu Thành,An Giang,Xã
An Giang,Vĩnh Phong,Xã Vĩnh Phong,Xã Vĩnh Phong,Vĩnh Thuận,Kiên Giang,Xã
An Giang,Vĩnh Điều,Xã Vĩnh Phú (huyện Giang Thành),Xã Vĩnh Phú,Giang Thành,Kiên Giang,Xã
An Giang,Long Thạnh,Xã Vĩnh Phú (huyện Giồng Riềng),Xã Vĩnh Phú,Giồng Riềng,Kiên Giang,Xã
An Giang,Định Mỹ,Xã Vĩnh Phú (huyện Thoại Sơn),Xã Vĩnh Phú,Thoại Sơn,An Giang,Xã
An Giang,Vĩnh Gia,Xã Vĩnh Phước,Xã Vĩnh Phước,Tri Tôn,An Giang,Xã
An Giang,Vĩnh Tuy,Xã Vĩnh Phước A,Xã Vĩnh Phước A,Gò Quao,Kiên Giang,Xã
An Giang,Gò Quao,Xã Vĩnh Phước B,Xã Vĩnh Phước B,Gò Quao,Kiên Giang,Xã
An Giang,Vĩnh Tế,Xã Vĩnh Tế,Xã Vĩnh Tế,Châu Đốc,An Giang,Phường
An Giang,Vĩnh Tuy,Xã Vĩnh Thắng,Xã Vĩnh Thắng,Gò Quao,Kiên Giang,Xã
An Giang,An Châu,Xã Vĩnh Thành,Xã Vĩnh Thành,Châu Thành,An Giang,Xã
An Giang,Long Thạnh,Xã Vĩnh Thạnh,Xã Vĩnh Thạnh,Giồng Riềng,Kiên Giang,Xã
An Giang,Vĩnh Thuận,Xã Vĩnh Thuận,Xã Vĩnh Thuận,Vĩnh Thuận,Kiên Giang,Xã
An Giang,Vĩnh Trạch,Xã Vĩnh Trạch,Xã Vĩnh Trạch,Thoại Sơn,An Giang,Xã
An Giang,An Cư,Xã Vĩnh Trung,Xã Vĩnh Trung,Tịnh Biên,An Giang,Xã
An Giang,Vĩnh Hậu,Xã Vĩnh Trường,Xã Vĩnh Trường,An Phú,An Giang,Xã
An Giang,Vĩnh Tuy,Xã Vĩnh Tuy,Xã Vĩnh Tuy,Gò Quao,Kiên Giang,Xã
An Giang,Vĩnh Xương,Xã Vĩnh Xương,Xã Vĩnh Xương,Tân Châu,An Giang,Xã
An Giang,Óc Eo,Xã Vọng Đông,Xã Vọng Đông,Thoại Sơn,An Giang,Xã
An Giang,Óc Eo,Xã Vọng Thê,Xã Vọng Thê,Thoại Sơn,An Giang,Xã
Bắc Ninh,Tuấn Đạo,Tuấn Đạo,Tuấn Đạo,Sơn Động,Bắc Giang,xã
Bắc Ninh,Mão Điền,Phường An Bình,Phường An Bình,Thuận Thành,Bắc Ninh,Phường
Bắc Ninh,Quế Võ,Phường Bằng An,Phường Bằng An,Quế Võ,Bắc Ninh,Phường
Bắc Ninh,Việt Yên,Phường Bích Động,Phường Bích Động,Việt Yên,Bắc Giang,Phường
Bắc Ninh,Bồng Lai,Phường Bồng Lai,Phường Bồng Lai,Quế Võ,Bắc Ninh,Phường
Bắc Ninh,Bồng Lai,Phường Cách Bi,Phường Cách Bi,Quế Võ,Bắc Ninh,Phường
Bắc Ninh,Cảnh Thụy,Phường Cảnh Thụy,Phường Cảnh Thụy,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Phù Khê,Phường Châu Khê,Phường Châu Khê,Từ Sơn,Bắc Ninh,Phường
Bắc Ninh,Chũ,Phường Chũ,Phường Chũ,Chũ,Bắc Giang,Phường
Bắc Ninh,Đa Mai,Phường Đa Mai,Phường Đa Mai,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Võ Cường,Phường Đại Phúc,Phường Đại Phúc,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Nhân Hòa,Phường Đại Xuân,Phường Đại Xuân,Quế Võ,Bắc Ninh,Phường
Bắc Ninh,Vũ Ninh,Phường Đáp Cầu,Phường Đáp Cầu,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Từ Sơn,Phường Đình Bảng,Phường Đình Bảng,Từ Sơn,Bắc Ninh,Phường
Bắc Ninh,Bắc Giang,Phường Dĩnh Kế,Phường Dĩnh Kế,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Bắc Giang,Phường Dĩnh Trì,Phường Dĩnh Trì,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Đồng Nguyên,Phường Đồng Kỵ,Phường Đồng Kỵ,Từ Sơn,Bắc Ninh,Phường
Bắc Ninh,Từ Sơn,Phường Đông Ngàn,Phường Đông Ngàn,Từ Sơn,Bắc Ninh,Phường
Bắc Ninh,Đồng Nguyên,Phường Đồng Nguyên,Phường Đồng Nguyên,Từ Sơn,Bắc Ninh,Phường
Bắc Ninh,Tiền Phong,Phường Đồng Sơn,Phường Đồng Sơn,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Thuận Thành,Phường Gia Đông,Phường Gia Đông,Thuận Thành,Bắc Ninh,Phường
Bắc Ninh,Song Liễu,Phường Hà Mãn,Phường Hà Mãn,Thuận Thành,Bắc Ninh,Phường
Bắc Ninh,Hạp Lĩnh,Phường Hạp Lĩnh,Phường Hạp Lĩnh,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Thuận Thành,Phường Hồ,Phường Hồ,Thuận Thành,Bắc Ninh,Phường
Bắc Ninh,Kinh Bắc,Phường Hòa Long,Phường Hòa Long,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Bắc Giang,Phường Hoàng Văn Thụ,Phường Hoàng Văn Thụ,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Chũ,Phường Hồng Giang,Phường Hồng Giang,Chũ,Bắc Giang,Phường
Bắc Ninh,Việt Yên,Phường Hồng Thái,Phường Hồng Thái,Việt Yên,Bắc Giang,Phường
Bắc Ninh,Tân Tiến,Phường Hương Gián,Phường Hương Gián,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Phù Khê,Phường Hương Mạc,Phường Hương Mạc,Từ Sơn,Bắc Ninh,Phường
Bắc Ninh,Hạp Lĩnh,Phường Khắc Niệm,Phường Khắc Niệm,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Kinh Bắc,Phường Khúc Xuyên,Phường Khúc Xuyên,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Vũ Ninh,Phường Kim Chân,Phường Kim Chân,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Kinh Bắc,Phường Kinh Bắc,Phường Kinh Bắc,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Đa Mai,Phường Mỹ Độ,Phường Mỹ Độ,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Nam Sơn,Phường Nam Sơn,Phường Nam Sơn,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Nếnh,Phường Nếnh,Phường Nếnh,Việt Yên,Bắc Giang,Phường
Bắc Ninh,Bắc Giang,Phường Ngô Quyền,Phường Ngô Quyền,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Yên Dũng,Phường Nham Biền,Phường Nham Biền,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Nhân Hòa,Phường Nhân Hòa,Phường Nhân Hòa,Quế Võ,Bắc Ninh,Phường
Bắc Ninh,Vân Hà,Phường Ninh Sơn,Phường Ninh Sơn,Việt Yên,Bắc Giang,Phường
Bắc Ninh,Ninh Xá,Phường Ninh Xá,Phường Ninh Xá,Thuận Thành,Bắc Ninh,Phường
Bắc Ninh,Tiền Phong,Phường Nội Hoàng,Phường Nội Hoàng,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Quế Võ,Phường Phố Mới,Phường Phố Mới,Quế Võ,Bắc Ninh,Phường
Bắc Ninh,Võ Cường,Phường Phong Khê,Phường Phong Khê,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Từ Sơn,Phường Phù Chẩn,Phường Phù Chẩn,Từ Sơn,Bắc Ninh,Phường
Bắc Ninh,Phù Khê,Phường Phù Khê,Phường Phù Khê,Từ Sơn,Bắc Ninh,Phường
Bắc Ninh,Đào Viên,Phường Phù Lương,Phường Phù Lương,Quế Võ,Bắc Ninh,Phường
Bắc Ninh,Phương Liễu,Phường Phương Liễu,Phường Phương Liễu,Quế Võ,Bắc Ninh,Phường
Bắc Ninh,Phương Liễu,Phường Phượng Mao,Phường Phượng Mao,Quế Võ,Bắc Ninh,Phường
Bắc Ninh,Phượng Sơn,Phường Phượng Sơn,Phường Phượng Sơn,Chũ,Bắc Giang,Phường
Bắc Ninh,Nếnh,Phường Quang Châu,Phường Quang Châu,Việt Yên,Bắc Giang,Phường
Bắc Ninh,Vân Hà,Phường Quảng Minh,Phường Quảng Minh,Việt Yên,Bắc Giang,Phường
Bắc Ninh,Quế Võ,Phường Quế Tân,Phường Quế Tân,Quế Võ,Bắc Ninh,Phường
Bắc Ninh,Thuận Thành,Phường Song Hồ,Phường Song Hồ,Thuận Thành,Bắc Ninh,Phường
Bắc Ninh,Tiền Phong,Phường Song Khê,Phường Song Khê,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Đa Mai,Phường Song Mai,Phường Song Mai,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Kinh Bắc,Phường Suối Hoa,Phường Suối Hoa,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Tam Sơn,Phường Tam Sơn,Phường Tam Sơn,Từ Sơn,Bắc Ninh,Phường
Bắc Ninh,Tân An,Phường Tân An,Phường Tân An,Bắc Giang,Bắc Giang,Xã
Bắc Ninh,Từ Sơn,Phường Tân Hồng,Phường Tân Hồng,Từ Sơn,Bắc Ninh,Phường
Bắc Ninh,Yên Dũng,Phường Tân Liễu,Phường Tân Liễu,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Đa Mai,Phường Tân Mỹ,Phường Tân Mỹ,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Tân Tiến,Phường Tân Tiến,Phường Tân Tiến,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Nếnh,Phường Tăng Tiến,Phường Tăng Tiến,Việt Yên,Bắc Giang,Phường
Bắc Ninh,Chũ,Phường Thanh Hải,Phường Thanh Hải,Chũ,Bắc Giang,Phường
Bắc Ninh,Trí Quả,Phường Thanh Khương,Phường Thanh Khương,Thuận Thành,Bắc Ninh,Phường
Bắc Ninh,Vũ Ninh,Phường Thị Cầu,Phường Thị Cầu,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Bắc Giang,Phường Thọ Xương,Phường Thọ Xương,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Kinh Bắc,Phường Tiền Ninh Vệ,Phường Tiền Ninh Vệ,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Tiền Phong,Phường Tiền Phong,Phường Tiền Phong,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Trạm Lộ,Phường Trạm Lộ,Phường Trạm Lộ,Thuận Thành,Bắc Ninh,Phường
Bắc Ninh,Bắc Giang,Phường Trần Phú,Phường Trần Phú,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Đồng Nguyên,Phường Trang Hạ,Phường Trang Hạ,Từ Sơn,Bắc Ninh,Phường
Bắc Ninh,Trí Quả,Phường Trí Quả,Phường Trí Quả,Thuận Thành,Bắc Ninh,Phường
Bắc Ninh,Chũ,Phường Trù Hựu,Phường Trù Hựu,Chũ,Bắc Giang,Phường
Bắc Ninh,Tự Lạn,Phường Tự Lạn,Phường Tự Lạn,Việt Yên,Bắc Giang,Phường
Bắc Ninh,Tam Sơn,Phường Tương Giang,Phường Tương Giang,Từ Sơn,Bắc Ninh,Phường
Bắc Ninh,Kinh Bắc,Phường Vạn An,Phường Vạn An,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Nam Sơn,Phường Vân Dương,Phường Vân Dương,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Nếnh,Phường Vân Trung,Phường Vân Trung,Việt Yên,Bắc Giang,Phường
Bắc Ninh,Quế Võ,Phường Việt Hùng,Phường Việt Hùng,Quế Võ,Bắc Ninh,Phường
Bắc Ninh,Võ Cường,Phường Võ Cường,Phường Võ Cường,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Vũ Ninh,Phường Vũ Ninh,Phường Vũ Ninh,Bắc Ninh,Bắc Ninh,Phường
Bắc Ninh,Song Liễu,Phường Xuân Lâm,Phường Xuân Lâm,Thuận Thành,Bắc Ninh,Phường
Bắc Ninh,Bắc Giang,Phường Xương Giang,Phường Xương Giang,Bắc Giang,Bắc Giang,Phường
Bắc Ninh,Sơn Động,Thị trấn An Châu,Thị trấn An Châu,Sơn Động,Bắc Giang,Xã
Bắc Ninh,Xuân Cẩm,Thị trấn Bắc Lý,Thị trấn Bắc Lý,Hiệp Hòa,Bắc Giang,Xã
Bắc Ninh,Biển Động,Thị trấn Biển Động,Thị trấn Biển Động,Lục Ngạn,Bắc Giang,Xã
Bắc Ninh,Bố Hạ,Thị trấn Bố Hạ,Thị trấn Bố Hạ,Yên Thế,Bắc Giang,Xã
Bắc Ninh,Tân Yên,Thị trấn Cao Thượng,Thị trấn Cao Thượng,Tân Yên,Bắc Giang,Xã
Bắc Ninh,Yên Phong,Thị trấn Chờ,Thị trấn Chờ,Yên Phong,Bắc Ninh,Xã
Bắc Ninh,Lục Nam,Thị trấn Đồi Ngô,Thị trấn Đồi Ngô,Lục Nam,Bắc Giang,Xã
Bắc Ninh,Gia Bình,Thị trấn Gia Bình,Thị trấn Gia Bình,Gia Bình,Bắc Ninh,Xã
Bắc Ninh,Kép,Thị trấn Kép,Thị trấn Kép,Lạng Giang,Bắc Giang,Xã
Bắc Ninh,Tiên Du,Thị trấn Lim,Thị trấn Lim,Tiên Du,Bắc Ninh,Xã
Bắc Ninh,Nhã Nam,Thị trấn Nhã Nam,Thị trấn Nhã Nam,Tân Yên,Bắc Giang,Xã
Bắc Ninh,Nhân Thắng,Thị trấn Nhân Thắng,Thị trấn Nhân Thắng,Gia Bình,Bắc Ninh,Xã
Bắc Ninh,Lục Ngạn,Thị trấn Phì Điền,Thị trấn Phì Điền,Lục Ngạn,Bắc Giang,Xã
Bắc Ninh,Yên Thế,Thị trấn Phồn Xương,Thị trấn Phồn Xương,Yên Thế,Bắc Giang,Xã
Bắc Ninh,Lục Nam,Thị trấn Phương Sơn,Thị trấn Phương Sơn,Lục Nam,Bắc Giang,Xã
Bắc Ninh,Tây Yên Tử,Thị trấn Tây Yên Tử,Thị trấn Tây Yên Tử,Sơn Động,Bắc Giang,Xã
Bắc Ninh,Hiệp Hòa,Thị trấn Thắng,Thị trấn Thắng,Hiệp Hòa,Bắc Giang,Xã
Bắc Ninh,Lương Tài,Thị trấn Thứa,Thị trấn Thứa,Lương Tài,Bắc Ninh,Xã
Bắc Ninh,Lạng Giang,Thị trấn Vôi,Thị trấn Vôi,Lạng Giang,Bắc Giang,Xã
Bắc Ninh,Biên Sơn,Trường bắn TB1,Trường bắn TB1,Lục Ngạn,Bắc Giang,Xã
Bắc Ninh,Sơn Động,Xã An Bá,Xã An Bá,Sơn Động,Bắc Giang,Xã
Bắc Ninh,Nhã Nam,Xã An Dương,Xã An Dương,Tân Yên,Bắc Giang,Xã
Bắc Ninh,Tiên Lục,Xã An Hà,Xã An Hà,Lạng Giang,Bắc Giang,Xã
Bắc Ninh,An Lạc,Xã An Lạc,Xã An Lạc,Sơn Động,Bắc Giang,Xã
Bắc Ninh,Trung Kênh,Xã An Tập,Xã An Tập,Lương Tài,Bắc Ninh,Xã
Bắc Ninh,Trung Kênh,Xã An Thịnh,Xã An Thịnh,Lương Tài,Bắc Ninh,Xã
Bắc Ninh,Tam Tiến,Xã An Thượng,Xã An Thượng,Yên Thế,Bắc Giang,Xã
Bắc Ninh,Bắc Lũng,Xã Bắc Lũng,Xã Bắc Lũng,Lục Nam,Bắc Giang,Xã
Bắc Ninh,Bảo Đài,Xã Bảo Đài,Xã Bảo Đài,Lục Nam,Bắc Giang,Xã
Bắc Ninh,Bảo Đài,Xã Bảo Sơn,Xã Bảo Sơn,Lục Nam,Bắc Giang,Xã
Bắc Ninh,Biên Sơn,Xã Biên Sơn,Xã Biên Sơn,Lục Ngạn,Bắc Giang,Xã
Bắc Ninh,Lâm Thao,Xã Bình Định,Xã Bình Định,Lương Tài,Bắc Ninh,Xã
Bắc Ninh,Nhân Thắng,Xã Bình Dương,Xã Bình Dương,Gia Bình,Bắc Ninh,Xã
Bắc Ninh,Lục Sơn,Xã Bình Sơn,Xã Bình Sơn,Lục Nam,Bắc Giang,Xã
Bắc Ninh,Yên Định,Xã Cẩm Đàn,Xã Cẩm Đàn,Sơn Động,Bắc Giang,Xã
Bắc Ninh,Cẩm Lý,Xã Cẩm Lý,Xã Cẩm Lý,Lục Nam,Bắc Giang,Xã
Bắc Ninh,Tân Sơn,Xã Cấm Sơn,Xã Cấm Sơn,Lục Ngạn,Bắc Giang,Xã
Bắc Ninh,Phật Tích,Xã Cảnh Hưng,Xã Cảnh Hưng,Tiên Du,Bắc Ninh,Xã
Bắc Ninh,Xuân Lương,Xã Canh Nậu,Xã Canh Nậu,Yên Thế,Bắc Giang,Xã
Bắc Ninh,Cao Đức,Xã Cao Đức,Xã Cao Đức,Gia Bình,Bắc Ninh,Xã
Bắc Ninh,Tân Yên,Xã Cao Xá,Xã Cao Xá,Tân Yên,Bắc Giang,Xã
Bắc Ninh,Xuân Cẩm,Xã Châu Minh,Xã Châu Minh,Hiệp Hòa,Bắc Giang,Xã
Bắc Ninh,Phù Lãng,Xã Châu Phong,Xã Châu Phong,Quế Võ,Bắc Ninh,Xã
Bắc Ninh,Chi Lăng,Xã Chi Lăng,Xã Chi Lăng,Quế Võ,Bắc Ninh,Phường
Bắc Ninh,Lục Nam,Xã Chu Điện,Xã Chu Điện,Lục Nam,Bắc Giang,Xã
Bắc Ninh,Lục Nam,Xã Cương Sơn,Xã Cương Sơn,Lục Nam,Bắc Giang,Xã
Bắc Ninh,Gia Bình,Xã Đại Bái,Xã Đại Bái,Gia Bình,Bắc Ninh,Xã
Bắc Ninh,Đại Đồng,Xã Đại Đồng,Xã Đại Đồng,Tiên Du,Bắc Ninh,Xã
Bắc Ninh,Thuận Thành,Xã Đại Đồng Thành,Xã Đại Đồng Thành,Thuận Thành,Bắc Ninh,Phường
Bắc Ninh,Đại Lai,Xã Đại Lai,Xã Đại Lai,Gia Bình,Bắc Ninh,Xã
Bắc Ninh,Tân Dĩnh,Xã Đại Lâm,Xã Đại Lâm,Lạng Giang,Bắc Giang,Xã
Bắc Ninh,Đại Sơn,Xã Đại Sơn,Xã Đại Sơn,Sơn Động,Bắc Giang,Xã
Bắc Ninh,Cẩm Lý,Xã Đan Hội,Xã Đan Hội,Lục Nam,Bắc Giang,Xã
Bắc Ninh,Hiệp Hòa,Xã Danh Thắng,Xã Danh Thắng,Hiệp Hòa,Bắc Giang,Xã
Bắc Ninh,Tiên Lục,Xã Đào Mỹ,Xã Đào Mỹ,Lạng Giang,Bắc Giang,Xã
Bắc Ninh,Đào Viên,Xã Đào Viên,Xã Đào Viên,Quế Võ,Bắc Ninh,Phường
Bắc Ninh,Đèo Gia,Xã Đèo Gia,Xã Đèo Gia,Lục Ngạn,Bắc Giang,Xã
Bắc Ninh,Trí Quả,Xã Đình Tổ,Xã Đình Tổ,Thuận Thành,Bắc Ninh,Phường
Bắc Ninh,Hiệp Hòa,Xã Đoan Bái,Xã Đoan Bái,Hiệp Hòa,Bắc Giang,Xã
Bắc Ninh,Lục Ngạn,Xã Đồng Cốc,Xã Đồng Cốc,Lục Ngạn,Bắc Giang,Xã
Bắc Ninh,Đông Cứu,Xã Đông Cứu,Xã Đông Cứu,Gia Bình,Bắc Ninh,Xã
Bắc Ninh,Đông Phú,Xã Đông Hưng,Xã Đông Hưng,Lục Nam,Bắc Giang,Xã
Bắc Ninh,Đồng Kỳ,Xã Đồng Hưu,Xã Đồng Hưu,Yên Thế,Bắc Giang,Xã
Bắc Ninh,Đồng Kỳ,Xã Đồng Kỳ,Xã Đồng Kỳ,Yên Thế,Bắc Giang,Xã
Bắc Ninh,Yên Thế,Xã Đồng Lạc,Xã Đồng Lạc,Yên Thế,Bắc Giang,Xã
Bắc Ninh,Hiệp Hòa,Xã Đông Lỗ,Xã Đông Lỗ,Hiệp Hòa,Bắc Giang,Xã
Bắc Ninh,Tam Đa,Xã Đông Phong,Xã Đông Phong,Yên Phong,Bắc Ninh,Xã
Bắc Ninh,Đông Phú,Xã Đông Phú,Xã Đông Phú,Lục Nam,Bắc Giang,Xã
Bắc Ninh,Đồng Việt,Xã Đồng Phúc,Xã Đồng Phúc,Bắc Giang,Bắc Giang,Xã
Bắc Ninh,Bố Hạ,Xã Đông Sơn,Xã Đông Sơn,Yên Thế,Bắc Giang,Xã
Bắc Ninh,Yên Thế,Xã Đồng Tâm,Xã Đồng Tâm,Yên Thế,Bắc Giang,Xã
Bắc Ninh,Văn Môn,Xã Đông Thọ,Xã Đông Thọ,Yên Phong,Bắc Ninh,Xã
Bắc Ninh,Yên Phong,Xã Đông Tiến,Xã Đông Tiến,Yên Phong,Bắc Ninh,Xã
Bắc Ninh,Hoàng Vân,Xã Đồng Tiến (huyện Hiệp Hòa),Xã Đồng Tiến,Hiệp Hòa,Bắc Giang,Xã
Bắc Ninh,Xuân Lương,Xã Đồng Tiến (huyện Yên Thế),Xã Đồng Tiến,Yên Thế,Bắc Giang,Xã
Bắc Ninh,Đồng Việt,Xã Đồng Việt,Xã Đồng Việt,Bắc Giang,Bắc Giang,Xã
Bắc Ninh,Đồng Kỳ,Xã Đồng Vương,Xã Đồng Vương,Yên Thế,Bắc Giang,Xã
Bắc Ninh,Đồng Việt,Xã Đức Giang,Xã Đức Giang,Bắc Giang,Bắc Giang,Xã
Bắc Ninh,Phù Lãng,Xã Đức Long,Xã Đức Long,Quế Võ,Bắc Ninh,Xã
Bắc Ninh,Yên Trung,Xã Dũng Liệt,Xã Dũng Liệt,Yên Phong,Bắc Ninh,Xã
Bắc Ninh,Mỹ Thái,Xã Dương Đức,Xã Dương Đức,Lạng Giang,Bắc Giang,Xã
Bắc Ninh,Dương Hưu,Xã Dương Hưu,Xã Dương Hưu,Sơn Động,Bắc Giang,Xã
Bắc Ninh,Đông Cứu,Xã Giang Sơn,Xã Giang Sơn,Gia Bình,Bắc Ninh,Xã
Bắc Ninh,Đại Sơn,Xã Giáo Liêm,Xã Giáo Liêm,Sơn Động,Bắc Giang,Xã
Bắc Ninh,Lục Ngạn,Xã Giáp Sơn,Xã Giáp Sơn,Lục Ngạn,Bắc Giang,Xã
Bắc Ninh,Liên Bão,Xã Hiên Vân,Xã Hiên Vân,Tiên Du,Bắc Ninh,Xã
Bắc Ninh,Sơn Hải,Xã Hộ Đáp,Xã Hộ Đáp,Lục Ngạn,Bắc Giang,xã
Bắc Ninh,Tam Giang,Xã Hòa Tiến,Xã Hòa Tiến,Yên Phong,Bắc Ninh,Xã
Bắc Ninh,Mão Điền,Xã Hoài Thượng,Xã Hoài Thượng,Thuận Thành,Bắc Ninh,Phường
Bắc Ninh,Đại Đồng,Xã Hoàn Sơn,Xã Hoàn Sơn,Tiên Du,Bắc Ninh,Xã
Bắc Ninh,Hoàng Vân,Xã Hoàng Vân,Xã Hoàng Vân,Hiệp Hòa,Bắc Giang,Xã
Bắc Ninh,Phúc Hoà,Xã Hợp Đức,Xã Hợp Đức,Tân Yên,Bắc Giang,Xã
Bắc Ninh,Hợp Thịnh,Xã Hợp Thịnh,Xã Hợp Thịnh,Hiệp Hòa,Bắc Giang,Xã
Bắc Ninh,Hợp Thịnh,Xã Hùng Thái,Xã Hùng Thái,Hiệp Hòa,Bắc Giang,Xã
Bắc Ninh,Lạng Giang,Xã Hương Lạc,Xã Hương Lạc,Lạng Giang,Bắc Giang,Xã
Bắc Ninh,Xuân Cẩm,Xã Hương Lâm,Xã Hương Lâm,Hiệp Hòa,Bắc Giang,Xã
Bắc Ninh,Tự Lạn,Xã Hương Mai,Xã Hương Mai,Việt Yên,Bắc Giang,Phường
